"","OCC_GROUP","MONTH","YEAR","ACTIVITY","mean","sd","n","MONTH_YEAR"
"269","Healthcare Worker","Aug",2021,"Sports and Exercise",11.9065688575607,27.667836648763,48,"Aug 2021"
"270","Healthcare Worker","Aug",2021,"Traveling",72.5006880202963,55.8124568898798,48,"Aug 2021"
"271","Healthcare Worker","Aug",2021,"Volunteering",0.23082104446289,5.25787476328282,48,"Aug 2021"
"272","Healthcare Worker","Aug",2021,"Work",353.756679665216,346.023291113224,48,"Aug 2021"
"273","Healthcare Worker","Sep",2019,"Caring for Household",28.0837833283826,75.5659561812169,36,"Sep 2019"
"274","Healthcare Worker","Sep",2019,"Caring for Non-Household",0,0,36,"Sep 2019"
"275","Healthcare Worker","Sep",2019,"Education",0,0,36,"Sep 2019"
"276","Healthcare Worker","Sep",2019,"Eating and Drinking",62.3769419095259,43.0866239734993,36,"Sep 2019"
"277","Healthcare Worker","Sep",2019,"Civic Duties",0,0,36,"Sep 2019"
"278","Healthcare Worker","Sep",2019,"Household Activities",183.127881199558,182.318735729216,36,"Sep 2019"
"279","Healthcare Worker","Sep",2019,"Household Services",0,0,36,"Sep 2019"
"280","Healthcare Worker","Sep",2019,"Personal Care",613.036689441639,215.946565311183,36,"Sep 2019"
"281","Healthcare Worker","Sep",2019,"Phone Calls",4.03653788316702,19.1405847121289,36,"Sep 2019"
"282","Healthcare Worker","Sep",2019,"Care Services",12.1553935187414,54.3311307133592,36,"Sep 2019"
"283","Healthcare Worker","Sep",2019,"Consumer Purchasing",11.0056393970869,26.9026755226,36,"Sep 2019"
"284","Healthcare Worker","Sep",2019,"Religious/Spiritual Activities",19.1117812446339,41.9512192719844,36,"Sep 2019"
"285","Healthcare Worker","Sep",2019,"Socializing and Leisure",175.745347961788,175.851611314306,36,"Sep 2019"
"286","Healthcare Worker","Sep",2019,"Sports and Exercise",11.0266147369553,28.9845214718902,36,"Sep 2019"
"287","Healthcare Worker","Sep",2019,"Traveling",57.232259851676,81.0652176083083,36,"Sep 2019"
"288","Healthcare Worker","Sep",2019,"Volunteering",3.05673159621241,23.2565707037657,36,"Sep 2019"
"289","Healthcare Worker","Sep",2019,"Work",240.171436931102,288.049638376286,36,"Sep 2019"
"290","Healthcare Worker","Sep",2021,"Caring for Household",27.900920710174,75.1871312255851,41,"Sep 2021"
"291","Healthcare Worker","Sep",2021,"Caring for Non-Household",13.5615737270592,38.7210807037403,41,"Sep 2021"
"292","Healthcare Worker","Sep",2021,"Education",6.94435033860463,31.6790832946475,41,"Sep 2021"
"293","Healthcare Worker","Sep",2021,"Eating and Drinking",61.752004135696,36.7994841101447,41,"Sep 2021"
"294","Healthcare Worker","Sep",2021,"Civic Duties",0,0,41,"Sep 2021"
"295","Healthcare Worker","Sep",2021,"Household Activities",91.8860826026402,100.170454924481,41,"Sep 2021"
"296","Healthcare Worker","Sep",2021,"Household Services",0.141443496889989,2.05506658105912,41,"Sep 2021"
"297","Healthcare Worker","Sep",2021,"Personal Care",549.381597927767,147.990736871558,41,"Sep 2021"
"298","Healthcare Worker","Sep",2021,"Phone Calls",1.59540773172899,7.89101188377375,41,"Sep 2021"
"299","Healthcare Worker","Sep",2021,"Care Services",3.0522630482156,13.1840613444968,41,"Sep 2021"
"300","Healthcare Worker","Sep",2021,"Consumer Purchasing",35.8809174249733,48.4943009425034,41,"Sep 2021"
"301","Healthcare Worker","Sep",2021,"Religious/Spiritual Activities",4.59671004236812,15.4416566809563,41,"Sep 2021"
"302","Healthcare Worker","Sep",2021,"Socializing and Leisure",210.804470355905,174.172675374171,41,"Sep 2021"
"303","Healthcare Worker","Sep",2021,"Sports and Exercise",20.3880853842601,42.2122142004134,41,"Sep 2021"
"304","Healthcare Worker","Sep",2021,"Traveling",85.5205354934688,70.079707103077,41,"Sep 2021"
"305","Healthcare Worker","Sep",2021,"Volunteering",6.29686286602319,23.4254271760811,41,"Sep 2021"
"306","Healthcare Worker","Sep",2021,"Work",309.336831731353,327.56025600729,41,"Sep 2021"
"307","Healthcare Worker","Oct",2019,"Caring for Household",50.7571311102305,75.4557768380741,45,"Oct 2019"
"308","Healthcare Worker","Oct",2019,"Caring for Non-Household",4.0931806833897,15.2726680298944,45,"Oct 2019"
"309","Healthcare Worker","Oct",2019,"Education",10.7556996010588,63.6948339913943,45,"Oct 2019"
"310","Healthcare Worker","Oct",2019,"Eating and Drinking",65.6973469186296,42.0312353715072,45,"Oct 2019"
"311","Healthcare Worker","Oct",2019,"Civic Duties",1.01470900714572,7.73646600096112,45,"Oct 2019"
"312","Healthcare Worker","Oct",2019,"Household Activities",99.3787572920347,80.0073553167654,45,"Oct 2019"
"313","Healthcare Worker","Oct",2019,"Household Services",0,0,45,"Oct 2019"
"314","Healthcare Worker","Oct",2019,"Personal Care",544.656135558609,114.7719577552,45,"Oct 2019"
"315","Healthcare Worker","Oct",2019,"Phone Calls",4.02194211008172,17.0733438385706,45,"Oct 2019"
"316","Healthcare Worker","Oct",2019,"Care Services",5.76181978812699,24.5567253103349,45,"Oct 2019"
"317","Healthcare Worker","Oct",2019,"Consumer Purchasing",9.49049665655322,26.6267307089531,45,"Oct 2019"
"318","Healthcare Worker","Oct",2019,"Religious/Spiritual Activities",1.19481876092022,6.9394592323655,45,"Oct 2019"
"319","Healthcare Worker","Oct",2019,"Socializing and Leisure",158.896866487091,144.076936780239,45,"Oct 2019"
"320","Healthcare Worker","Oct",2019,"Sports and Exercise",22.8756310108352,48.0860668240732,45,"Oct 2019"
"321","Healthcare Worker","Oct",2019,"Traveling",71.565921148618,53.2842961415477,45,"Oct 2019"
"322","Healthcare Worker","Oct",2019,"Volunteering",3.79916353855413,23.8848501923482,45,"Oct 2019"
"323","Healthcare Worker","Oct",2019,"Work",370.318920097817,234.164974606239,45,"Oct 2019"
"324","Healthcare Worker","Oct",2021,"Caring for Household",82.6386861344517,141.596458867816,37,"Oct 2021"
"325","Healthcare Worker","Oct",2021,"Caring for Non-Household",5.19929258640888,29.0163261797549,37,"Oct 2021"
"326","Healthcare Worker","Oct",2021,"Education",0,0,37,"Oct 2021"
"327","Healthcare Worker","Oct",2021,"Eating and Drinking",64.0867068658835,34.6172685226413,37,"Oct 2021"
"328","Healthcare Worker","Oct",2021,"Civic Duties",0,0,37,"Oct 2021"
"329","Healthcare Worker","Oct",2021,"Household Activities",161.088427805664,179.183845831968,37,"Oct 2021"
"330","Healthcare Worker","Oct",2021,"Household Services",3.02814126092012,10.4514516710241,37,"Oct 2021"
"331","Healthcare Worker","Oct",2021,"Personal Care",541.589896178914,112.514291909272,37,"Oct 2021"
"332","Healthcare Worker","Oct",2021,"Phone Calls",6.23986279045197,21.0337881019851,37,"Oct 2021"
"333","Healthcare Worker","Oct",2021,"Care Services",5.22655120857808,15.7361286951457,37,"Oct 2021"
"334","Healthcare Worker","Oct",2021,"Consumer Purchasing",26.6368743576805,41.0986007925165,37,"Oct 2021"
"335","Healthcare Worker","Oct",2021,"Religious/Spiritual Activities",6.49530796684183,26.7169019215703,37,"Oct 2021"
"336","Healthcare Worker","Oct",2021,"Socializing and Leisure",121.827630904306,113.665202285877,37,"Oct 2021"
"337","Healthcare Worker","Oct",2021,"Sports and Exercise",17.1322299901585,37.052140799842,37,"Oct 2021"
"338","Healthcare Worker","Oct",2021,"Traveling",89.5219138630527,73.7082618466031,37,"Oct 2021"
"339","Healthcare Worker","Oct",2021,"Volunteering",5.23662579881246,44.5946037909377,37,"Oct 2021"
"340","Healthcare Worker","Oct",2021,"Work",292.001328734842,280.549446396669,37,"Oct 2021"
"341","Healthcare Worker","Nov",2019,"Caring for Household",48.3876176829821,100.262012784651,38,"Nov 2019"
"342","Healthcare Worker","Nov",2019,"Caring for Non-Household",33.6020965630114,117.269679715772,38,"Nov 2019"
"343","Healthcare Worker","Nov",2019,"Education",0.675895286867843,4.45196857817291,38,"Nov 2019"
"344","Healthcare Worker","Nov",2019,"Eating and Drinking",57.0942600453801,42.4608486663591,38,"Nov 2019"
"345","Healthcare Worker","Nov",2019,"Civic Duties",0,0,38,"Nov 2019"
"346","Healthcare Worker","Nov",2019,"Household Activities",81.8258575684931,128.655724071548,38,"Nov 2019"
"347","Healthcare Worker","Nov",2019,"Household Services",3.67177779808901,16.1506640354042,38,"Nov 2019"
"348","Healthcare Worker","Nov",2019,"Personal Care",555.537418965463,104.82036066204,38,"Nov 2019"
"349","Healthcare Worker","Nov",2019,"Phone Calls",2.51943794369333,9.40869430527752,38,"Nov 2019"
"350","Healthcare Worker","Nov",2019,"Care Services",8.94814658873055,24.5690200620857,38,"Nov 2019"
"351","Healthcare Worker","Nov",2019,"Consumer Purchasing",22.9867339326711,51.7163452018369,38,"Nov 2019"
"352","Healthcare Worker","Nov",2019,"Religious/Spiritual Activities",5.94792312782069,23.5384664005922,38,"Nov 2019"
"353","Healthcare Worker","Nov",2019,"Socializing and Leisure",227.465968357445,154.797429104899,38,"Nov 2019"
"354","Healthcare Worker","Nov",2019,"Sports and Exercise",19.1872051828989,57.0667628060699,38,"Nov 2019"
"355","Healthcare Worker","Nov",2019,"Traveling",83.0550575434181,54.2755537873742,38,"Nov 2019"
"356","Healthcare Worker","Nov",2019,"Volunteering",2.77584923927368,16.8109074760412,38,"Nov 2019"
"357","Healthcare Worker","Nov",2019,"Work",272.350712297276,255.547083109731,38,"Nov 2019"
"358","Healthcare Worker","Nov",2021,"Caring for Household",18.9031931451024,38.5231990536068,38,"Nov 2021"
"359","Healthcare Worker","Nov",2021,"Caring for Non-Household",1.3423306208295,5.19302185018153,38,"Nov 2021"
"360","Healthcare Worker","Nov",2021,"Education",63.8922001858549,171.139015046507,38,"Nov 2021"
"361","Healthcare Worker","Nov",2021,"Eating and Drinking",52.5525527652499,37.5467568818315,38,"Nov 2021"
"362","Healthcare Worker","Nov",2021,"Civic Duties",0,0,38,"Nov 2021"
"363","Healthcare Worker","Nov",2021,"Household Activities",143.517658492467,143.883766904603,38,"Nov 2021"
"364","Healthcare Worker","Nov",2021,"Household Services",3.43220041311228,18.2054948395131,38,"Nov 2021"
"365","Healthcare Worker","Nov",2021,"Personal Care",573.725658996525,90.1897921272713,38,"Nov 2021"
"366","Healthcare Worker","Nov",2021,"Phone Calls",9.23399634522384,20.0417988166356,38,"Nov 2021"
"367","Healthcare Worker","Nov",2021,"Care Services",9.71416035866171,44.1090553973745,38,"Nov 2021"
"368","Healthcare Worker","Nov",2021,"Consumer Purchasing",19.919210651342,44.5657481309215,38,"Nov 2021"
"369","Healthcare Worker","Nov",2021,"Religious/Spiritual Activities",2.27537553541159,12.0087392679014,38,"Nov 2021"
"370","Healthcare Worker","Nov",2021,"Socializing and Leisure",213.277316088623,185.356672683827,38,"Nov 2021"
"371","Healthcare Worker","Nov",2021,"Sports and Exercise",15.5073634807182,30.5583864710522,38,"Nov 2021"
"372","Healthcare Worker","Nov",2021,"Traveling",77.3861100524076,87.9530493615001,38,"Nov 2021"
"373","Healthcare Worker","Nov",2021,"Volunteering",0,0,38,"Nov 2021"
"374","Healthcare Worker","Nov",2021,"Work",225.135920950022,271.18450573606,38,"Nov 2021"
"375","Healthcare Worker","Dec",2019,"Caring for Household",22.5601121341545,59.5127052566222,42,"Dec 2019"
"376","Healthcare Worker","Dec",2019,"Caring for Non-Household",1.60336862958513,12.8036564999592,42,"Dec 2019"
"377","Healthcare Worker","Dec",2019,"Education",24.0387804372349,133.854921225413,42,"Dec 2019"
"378","Healthcare Worker","Dec",2019,"Eating and Drinking",56.9402833393612,44.7353215783463,42,"Dec 2019"
"379","Healthcare Worker","Dec",2019,"Civic Duties",0,0,42,"Dec 2019"
"380","Healthcare Worker","Dec",2019,"Household Activities",99.9381375036266,141.130337303009,42,"Dec 2019"
"381","Healthcare Worker","Dec",2019,"Household Services",0,0,42,"Dec 2019"
"382","Healthcare Worker","Dec",2019,"Personal Care",535.020676409469,112.586909851358,42,"Dec 2019"
"383","Healthcare Worker","Dec",2019,"Phone Calls",10.247544158369,27.3974922534682,42,"Dec 2019"
"384","Healthcare Worker","Dec",2019,"Care Services",3.1945043541552,13.5536940843634,42,"Dec 2019"
"385","Healthcare Worker","Dec",2019,"Consumer Purchasing",24.9034351623906,41.9062040099481,42,"Dec 2019"
"386","Healthcare Worker","Dec",2019,"Religious/Spiritual Activities",1.22033422698201,10.6293418623146,42,"Dec 2019"
"387","Healthcare Worker","Dec",2019,"Socializing and Leisure",220.234903676151,218.510845505798,42,"Dec 2019"
"388","Healthcare Worker","Dec",2019,"Sports and Exercise",10.0418117110199,29.5462498836662,42,"Dec 2019"
"389","Healthcare Worker","Dec",2019,"Traveling",70.8105548666145,49.463386558428,42,"Dec 2019"
"390","Healthcare Worker","Dec",2019,"Volunteering",22.1463270464848,80.621478323698,42,"Dec 2019"
"391","Healthcare Worker","Dec",2019,"Work",325.441950307312,274.670748462795,42,"Dec 2019"
"392","Healthcare Worker","Dec",2021,"Caring for Household",61.2186697771857,116.200565839272,40,"Dec 2021"
"393","Healthcare Worker","Dec",2021,"Caring for Non-Household",13.5353806762951,50.1235343812436,40,"Dec 2021"
"394","Healthcare Worker","Dec",2021,"Education",0,0,40,"Dec 2021"
"395","Healthcare Worker","Dec",2021,"Eating and Drinking",59.8186523474021,43.3902623596796,40,"Dec 2021"
"396","Healthcare Worker","Dec",2021,"Civic Duties",0,0,40,"Dec 2021"
"397","Healthcare Worker","Dec",2021,"Household Activities",115.652846815703,98.9760854596792,40,"Dec 2021"
"398","Healthcare Worker","Dec",2021,"Household Services",0,0,40,"Dec 2021"
"399","Healthcare Worker","Dec",2021,"Personal Care",525.810753283066,137.656389923253,40,"Dec 2021"
"400","Healthcare Worker","Dec",2021,"Phone Calls",2.01334592661897,7.99819894062622,40,"Dec 2021"
"401","Healthcare Worker","Dec",2021,"Care Services",11.1561696558807,52.6250991524858,40,"Dec 2021"
"402","Healthcare Worker","Dec",2021,"Consumer Purchasing",31.1080996464815,68.0257972965328,40,"Dec 2021"
"403","Healthcare Worker","Dec",2021,"Religious/Spiritual Activities",5.86949105569493,21.6602075815948,40,"Dec 2021"
"404","Healthcare Worker","Dec",2021,"Socializing and Leisure",127.02566081516,123.912191130934,40,"Dec 2021"
"405","Healthcare Worker","Dec",2021,"Sports and Exercise",4.8592203835586,17.6890597410833,40,"Dec 2021"
"406","Healthcare Worker","Dec",2021,"Traveling",87.3374352123684,51.0969707758313,40,"Dec 2021"
"407","Healthcare Worker","Dec",2021,"Volunteering",3.28222693008836,16.9551825191166,40,"Dec 2021"
"408","Healthcare Worker","Dec",2021,"Work",387.585606113963,242.020669265758,40,"Dec 2021"
"409","Non-Healthcare Worker","Jan",2019,"Caring for Household",21.4018202859398,64.2943886242736,772,"Jan 2019"
"410","Non-Healthcare Worker","Jan",2019,"Caring for Non-Household",5.58245953887411,27.9542673876693,772,"Jan 2019"
"411","Non-Healthcare Worker","Jan",2019,"Education",35.0986703147411,119.081698514188,772,"Jan 2019"
"412","Non-Healthcare Worker","Jan",2019,"Eating and Drinking",64.2334420519184,53.430444045815,772,"Jan 2019"
"413","Non-Healthcare Worker","Jan",2019,"Civic Duties",0.348617688745292,7.32714172326674,772,"Jan 2019"
"414","Non-Healthcare Worker","Jan",2019,"Household Activities",98.9213746730161,128.649541044858,772,"Jan 2019"
"415","Non-Healthcare Worker","Jan",2019,"Household Services",0.276788300143068,3.27626841221253,772,"Jan 2019"
"416","Non-Healthcare Worker","Jan",2019,"Personal Care",579.854928133493,132.287144005976,772,"Jan 2019"
"417","Non-Healthcare Worker","Jan",2019,"Phone Calls",7.19159948226328,26.5582512534829,772,"Jan 2019"
"418","Non-Healthcare Worker","Jan",2019,"Care Services",5.428184274145,25.9857079739745,772,"Jan 2019"
"419","Non-Healthcare Worker","Jan",2019,"Consumer Purchasing",18.4318701023659,41.7863925473488,772,"Jan 2019"
"420","Non-Healthcare Worker","Jan",2019,"Religious/Spiritual Activities",11.3244895798011,51.7736900068281,772,"Jan 2019"
"421","Non-Healthcare Worker","Jan",2019,"Socializing and Leisure",280.535106639524,210.279805986606,772,"Jan 2019"
"422","Non-Healthcare Worker","Jan",2019,"Sports and Exercise",15.7749976370352,48.871587325684,772,"Jan 2019"
"423","Non-Healthcare Worker","Jan",2019,"Traveling",70.5420665560462,75.171998267006,772,"Jan 2019"
"424","Non-Healthcare Worker","Jan",2019,"Volunteering",7.21112504932121,42.9008193546137,772,"Jan 2019"
"425","Non-Healthcare Worker","Jan",2019,"Work",204.905196178831,252.813375061109,772,"Jan 2019"
"426","Non-Healthcare Worker","Jan",2021,"Caring for Household",26.0165480894601,71.802167035228,918,"Jan 2021"
"427","Non-Healthcare Worker","Jan",2021,"Caring for Non-Household",5.7835907431125,37.29807196399,918,"Jan 2021"
"428","Non-Healthcare Worker","Jan",2021,"Education",37.9706077892364,130.102375149679,918,"Jan 2021"
"429","Non-Healthcare Worker","Jan",2021,"Eating and Drinking",62.8694439394425,40.7477839218331,918,"Jan 2021"
"430","Non-Healthcare Worker","Jan",2021,"Civic Duties",0.464784793963641,8.10584963249847,918,"Jan 2021"
"431","Non-Healthcare Worker","Jan",2021,"Household Activities",110.590553344188,132.18610651712,918,"Jan 2021"
"432","Non-Healthcare Worker","Jan",2021,"Household Services",0.579032151658714,8.16645170528872,918,"Jan 2021"
"433","Non-Healthcare Worker","Jan",2021,"Personal Care",593.553839677402,144.929019816013,918,"Jan 2021"
"434","Non-Healthcare Worker","Jan",2021,"Phone Calls",12.7436320417418,37.0540222270139,918,"Jan 2021"
"435","Non-Healthcare Worker","Jan",2021,"Care Services",5.94364012585862,33.1317797242286,918,"Jan 2021"
"436","Non-Healthcare Worker","Jan",2021,"Consumer Purchasing",15.8041109211846,34.351428138043,918,"Jan 2021"
"437","Non-Healthcare Worker","Jan",2021,"Religious/Spiritual Activities",8.00935745561958,34.444983787347,918,"Jan 2021"
"438","Non-Healthcare Worker","Jan",2021,"Socializing and Leisure",313.45529693943,223.699340263932,918,"Jan 2021"
"439","Non-Healthcare Worker","Jan",2021,"Sports and Exercise",14.5450128051303,40.6180449445341,918,"Jan 2021"
"440","Non-Healthcare Worker","Jan",2021,"Traveling",43.1241071882572,63.9068247695706,918,"Jan 2021"
"441","Non-Healthcare Worker","Jan",2021,"Volunteering",5.96899623748188,38.1714895964929,918,"Jan 2021"
"442","Non-Healthcare Worker","Jan",2021,"Work",173.415539472945,245.512732123777,918,"Jan 2021"
"443","Non-Healthcare Worker","Feb",2019,"Caring for Household",24.084286849695,76.1421916921107,702,"Feb 2019"
"444","Non-Healthcare Worker","Feb",2019,"Caring for Non-Household",11.0295599557254,68.2193886427391,702,"Feb 2019"
"445","Non-Healthcare Worker","Feb",2019,"Education",31.1449610425533,105.918929282295,702,"Feb 2019"
"446","Non-Healthcare Worker","Feb",2019,"Eating and Drinking",66.0815215580494,53.501796472701,702,"Feb 2019"
"447","Non-Healthcare Worker","Feb",2019,"Civic Duties",0.5712538640417,5.22549866549414,702,"Feb 2019"
"448","Non-Healthcare Worker","Feb",2019,"Household Activities",101.301763741244,124.479442292739,702,"Feb 2019"
"449","Non-Healthcare Worker","Feb",2019,"Household Services",1.45572192378716,14.9254839142596,702,"Feb 2019"
"450","Non-Healthcare Worker","Feb",2019,"Personal Care",575.723332296013,137.639669407441,702,"Feb 2019"
"451","Non-Healthcare Worker","Feb",2019,"Phone Calls",6.13616047686357,24.4085556024846,702,"Feb 2019"
"452","Non-Healthcare Worker","Feb",2019,"Care Services",4.91644886286619,26.5202597593158,702,"Feb 2019"
"453","Non-Healthcare Worker","Feb",2019,"Consumer Purchasing",19.028216197,42.697238526956,702,"Feb 2019"
"454","Non-Healthcare Worker","Feb",2019,"Religious/Spiritual Activities",8.50007973002007,32.8950976335203,702,"Feb 2019"
"455","Non-Healthcare Worker","Feb",2019,"Socializing and Leisure",290.989962004339,210.796152870015,702,"Feb 2019"
"456","Non-Healthcare Worker","Feb",2019,"Sports and Exercise",18.6388598474938,58.7076600547426,702,"Feb 2019"
"457","Non-Healthcare Worker","Feb",2019,"Traveling",62.549993545214,69.8527672267811,702,"Feb 2019"
"458","Non-Healthcare Worker","Feb",2019,"Volunteering",5.96144937276058,34.917029756868,702,"Feb 2019"
"459","Non-Healthcare Worker","Feb",2019,"Work",196.68145256537,258.383733917618,702,"Feb 2019"
"460","Non-Healthcare Worker","Feb",2021,"Caring for Household",23.9093771362842,76.5496724163544,764,"Feb 2021"
"461","Non-Healthcare Worker","Feb",2021,"Caring for Non-Household",6.549015221476,42.6067299867631,764,"Feb 2021"
"462","Non-Healthcare Worker","Feb",2021,"Education",30.9730686179578,109.20965986175,764,"Feb 2021"
"463","Non-Healthcare Worker","Feb",2021,"Eating and Drinking",68.0790871710495,45.8076041889082,764,"Feb 2021"
"464","Non-Healthcare Worker","Feb",2021,"Civic Duties",0,0,764,"Feb 2021"
"465","Non-Healthcare Worker","Feb",2021,"Household Activities",110.506374171286,134.034980899405,764,"Feb 2021"
"466","Non-Healthcare Worker","Feb",2021,"Household Services",0.576394258483318,8.30715723433775,764,"Feb 2021"
"467","Non-Healthcare Worker","Feb",2021,"Personal Care",595.307916189409,141.664173732574,764,"Feb 2021"
"468","Non-Healthcare Worker","Feb",2021,"Phone Calls",11.4565705686019,37.1429029827874,764,"Feb 2021"
"469","Non-Healthcare Worker","Feb",2021,"Care Services",3.44426078919512,21.2453806524152,764,"Feb 2021"
"470","Non-Healthcare Worker","Feb",2021,"Consumer Purchasing",14.4220976667716,38.6995474725489,764,"Feb 2021"
"471","Non-Healthcare Worker","Feb",2021,"Religious/Spiritual Activities",4.739529588793,24.8840703660516,764,"Feb 2021"
"472","Non-Healthcare Worker","Feb",2021,"Socializing and Leisure",290.690772834309,209.442509790575,764,"Feb 2021"
"473","Non-Healthcare Worker","Feb",2021,"Sports and Exercise",20.4943917744968,60.7186388966032,764,"Feb 2021"
"474","Non-Healthcare Worker","Feb",2021,"Traveling",43.404087137524,59.1238895614959,764,"Feb 2021"
"475","Non-Healthcare Worker","Feb",2021,"Volunteering",3.63859841879205,24.2445052762904,764,"Feb 2021"
"476","Non-Healthcare Worker","Feb",2021,"Work",202.429931446773,247.705074516572,764,"Feb 2021"
"477","Non-Healthcare Worker","Mar",2019,"Caring for Household",23.9328195308609,77.8507638016855,877,"Mar 2019"
"478","Non-Healthcare Worker","Mar",2019,"Caring for Non-Household",6.80974275473621,38.3217814007238,877,"Mar 2019"
"479","Non-Healthcare Worker","Mar",2019,"Education",32.2428137580293,117.305512849148,877,"Mar 2019"
"480","Non-Healthcare Worker","Mar",2019,"Eating and Drinking",66.0219730800897,53.5100874408056,877,"Mar 2019"
"481","Non-Healthcare Worker","Mar",2019,"Civic Duties",0.465845771831138,10.2770555603891,877,"Mar 2019"
"482","Non-Healthcare Worker","Mar",2019,"Household Activities",97.5443916044412,123.250659646113,877,"Mar 2019"
"483","Non-Healthcare Worker","Mar",2019,"Household Services",0.32963001778743,6.51671620389175,877,"Mar 2019"
"484","Non-Healthcare Worker","Mar",2019,"Personal Care",575.239687554536,141.854108473423,877,"Mar 2019"
"485","Non-Healthcare Worker","Mar",2019,"Phone Calls",7.66283328390217,26.5386786457374,877,"Mar 2019"
"486","Non-Healthcare Worker","Mar",2019,"Care Services",7.15929464677189,32.4397974929738,877,"Mar 2019"
"487","Non-Healthcare Worker","Mar",2019,"Consumer Purchasing",20.6018936314662,42.1829490777959,877,"Mar 2019"
"488","Non-Healthcare Worker","Mar",2019,"Religious/Spiritual Activities",8.40063343347197,37.8452814645766,877,"Mar 2019"
"489","Non-Healthcare Worker","Mar",2019,"Socializing and Leisure",280.879135745087,223.280191760344,877,"Mar 2019"
"490","Non-Healthcare Worker","Mar",2019,"Sports and Exercise",17.173540149523,49.9858688756896,877,"Mar 2019"
"491","Non-Healthcare Worker","Mar",2019,"Traveling",71.3715852550553,81.1858663343398,877,"Mar 2019"
"492","Non-Healthcare Worker","Mar",2019,"Volunteering",8.99688147442378,42.0104961316497,877,"Mar 2019"
"493","Non-Healthcare Worker","Mar",2019,"Work",199.664616758276,260.964661201176,877,"Mar 2019"
"494","Non-Healthcare Worker","Mar",2021,"Caring for Household",26.2104374521986,79.0128958795844,789,"Mar 2021"
"495","Non-Healthcare Worker","Mar",2021,"Caring for Non-Household",6.30717363294018,38.8498236461488,789,"Mar 2021"
"496","Non-Healthcare Worker","Mar",2021,"Education",32.8832641386364,120.151789448351,789,"Mar 2021"
"497","Non-Healthcare Worker","Mar",2021,"Eating and Drinking",63.9892152664841,47.1312782279117,789,"Mar 2021"
"498","Non-Healthcare Worker","Mar",2021,"Civic Duties",0.390487518011268,6.52465533179162,789,"Mar 2021"
"499","Non-Healthcare Worker","Mar",2021,"Household Activities",104.878980170051,131.569163073476,789,"Mar 2021"
"500","Non-Healthcare Worker","Mar",2021,"Household Services",1.13111981655645,12.2630186920215,789,"Mar 2021"
"501","Non-Healthcare Worker","Mar",2021,"Personal Care",576.113981767078,124.217963427224,789,"Mar 2021"
"502","Non-Healthcare Worker","Mar",2021,"Phone Calls",6.88073103426704,25.9951111522326,789,"Mar 2021"
"503","Non-Healthcare Worker","Mar",2021,"Care Services",5.38342928449634,32.0383664553783,789,"Mar 2021"
"504","Non-Healthcare Worker","Mar",2021,"Consumer Purchasing",15.8334196105917,35.2439732418793,789,"Mar 2021"
"505","Non-Healthcare Worker","Mar",2021,"Religious/Spiritual Activities",6.97384287543469,32.8513051494495,789,"Mar 2021"
"506","Non-Healthcare Worker","Mar",2021,"Socializing and Leisure",293.962316868866,212.114282792404,789,"Mar 2021"
"507","Non-Healthcare Worker","Mar",2021,"Sports and Exercise",21.6336339108853,54.6183544372805,789,"Mar 2021"
"508","Non-Healthcare Worker","Mar",2021,"Traveling",48.039826568513,66.1504650300829,789,"Mar 2021"
"509","Non-Healthcare Worker","Mar",2021,"Volunteering",4.80590791892614,36.153488734256,789,"Mar 2021"
"510","Non-Healthcare Worker","Mar",2021,"Work",215.793782361132,264.50317150734,789,"Mar 2021"
"511","Non-Healthcare Worker","Apr",2019,"Caring for Household",19.9709610239016,62.689761382205,700,"Apr 2019"
"512","Non-Healthcare Worker","Apr",2019,"Caring for Non-Household",6.95587685724995,39.5750719367307,700,"Apr 2019"
"513","Non-Healthcare Worker","Apr",2019,"Education",29.0594687676037,104.407502427381,700,"Apr 2019"
"514","Non-Healthcare Worker","Apr",2019,"Eating and Drinking",61.1619639100266,43.5897436613116,700,"Apr 2019"
"515","Non-Healthcare Worker","Apr",2019,"Civic Duties",0.719976099585914,7.58548509252528,700,"Apr 2019"
"516","Non-Healthcare Worker","Apr",2019,"Household Activities",111.222237187909,139.095841297554,700,"Apr 2019"
"517","Non-Healthcare Worker","Apr",2019,"Household Services",1.47611946309889,13.3273140059157,700,"Apr 2019"
"518","Non-Healthcare Worker","Apr",2019,"Personal Care",569.924925932467,138.232870106124,700,"Apr 2019"
"519","Non-Healthcare Worker","Apr",2019,"Phone Calls",7.102356186321,28.5768926600807,700,"Apr 2019"
"520","Non-Healthcare Worker","Apr",2019,"Care Services",4.26931260225929,19.8146296008953,700,"Apr 2019"
"521","Non-Healthcare Worker","Apr",2019,"Consumer Purchasing",22.6077502157292,43.3760835246433,700,"Apr 2019"
"522","Non-Healthcare Worker","Apr",2019,"Religious/Spiritual Activities",7.50181543948505,36.8659209571319,700,"Apr 2019"
"523","Non-Healthcare Worker","Apr",2019,"Socializing and Leisure",273.73293236512,203.536205655187,700,"Apr 2019"
"524","Non-Healthcare Worker","Apr",2019,"Sports and Exercise",19.3946845477539,63.4132987443394,700,"Apr 2019"
"525","Non-Healthcare Worker","Apr",2019,"Traveling",78.7082195804605,94.6485238871816,700,"Apr 2019"
"526","Non-Healthcare Worker","Apr",2019,"Volunteering",8.95142758577741,51.7940959994851,700,"Apr 2019"
