"","MONTH","ACTIVITY","mean_2019","mean_2021","sd_2019","sd_2021","n_2019","n_2021","DIFF","t_test","significant"
"201","11","Sports and Exercise",18.5892868038123,15.4233405611184,67.729690274897,47.6133557734765,765,683,3.16594624269391,0.299788596958255,"NO"
"202","11","Traveling",71.3752298638511,60.2994442144228,79.2500746069079,70.0728668967978,765,683,11.0757856494283,0.00483098237054244,"YES"
"203","11","Volunteering",6.98794729761229,6.23750453835203,35.9926854178345,33.3150935310801,765,683,0.750442759260261,0.680433857853678,"NO"
"204","11","Work",184.315654013325,194.625939463062,249.518031820415,256.817380564683,765,683,-10.3102854497367,0.439714065322485,"NO"
"205","12","Caring for Household",23.3537140648383,27.1465305496516,64.1757920926554,77.6500553217437,805,596,-3.79281648481332,0.331363555439992,"NO"
"206","12","Caring for Non-Household",6.53821739029679,5.55659054929721,40.8958391838215,36.1365520644685,805,596,0.981626840999581,0.634778698702039,"NO"
"207","12","Education",32.4523271659857,32.3541669302926,123.704516114136,110.392139714757,805,596,0.0981602356931077,0.987534286850771,"NO"
"208","12","Eating and Drinking",62.1456033388305,68.7612223038029,47.6373971828782,56.5914382096744,805,596,-6.61561896497241,0.0209908703202377,"YES"
"209","12","Civic Duties",0.0458504704810777,0.0926107900757014,1.65798852937592,2.35543427988077,805,596,-0.0467603195946237,0.678563111287863,"NO"
"210","12","Household Activities",109.827521023405,110.716822280781,131.578424342311,139.86809836667,805,596,-0.88930125737528,0.90398804999578,"NO"
"211","12","Household Services",1.17563248218259,0.924706637662691,17.6620234711949,9.98439323157742,805,596,0.250925844519901,0.736253934386291,"NO"
"212","12","Personal Care",575.915365294208,587.430309210633,139.756470486371,166.098756126739,805,596,-11.5149439164242,0.170675953706024,"NO"
"213","12","Phone Calls",5.55985961863691,10.4070824851929,21.1568841778418,34.3951348374045,805,596,-4.84722286655604,0.00242600983040222,"YES"
"214","12","Care Services",5.97384960199815,6.43174371695487,35.840162721354,30.5906553618534,805,596,-0.457894114956718,0.796947228714826,"NO"
"215","12","Consumer Purchasing",26.4483729943428,21.7898112367995,59.5747560606757,45.5792169841266,805,596,4.65856175754332,0.0975393706221842,"NO"
"216","12","Religious/Spiritual Activities",8.48879826830706,5.76590834807898,37.3186116530879,29.307080802493,805,596,2.72288992022808,0.126478979949758,"NO"
"217","12","Socializing and Leisure",263.747126047191,264.184738610027,215.492448645752,209.517891981577,805,596,-0.437612562836819,0.969546103066838,"NO"
"218","12","Sports and Exercise",13.4704201798111,13.7198209893077,40.5106963557966,41.4049146163356,805,596,-0.24940080949659,0.910449156344299,"NO"
"219","12","Traveling",69.0653613767101,63.3227655005318,71.0765815849549,89.5108649102938,805,596,5.74259587617831,0.196211660090361,"NO"
"220","12","Volunteering",8.33044003570693,6.24846563466063,41.9133937705717,44.0424240971374,805,596,2.0819744010463,0.372085068256089,"NO"
"221","12","Work",207.182344626042,205.493120673448,258.966649543452,261.803815419753,805,596,1.68922395259403,0.904538705718038,"NO"
