"","DATE","ACTIVITY","mean","sd","n"
"1197",2020-03-11,"Household Services",0,0,24
"1198",2020-03-11,"Personal Care",557.685788593851,115.991027404966,24
"1199",2020-03-11,"Phone Calls",4.4004143816802,14.9423954578875,24
"1200",2020-03-11,"Care Services",4.62986543808466,14.7863835636172,24
"1201",2020-03-11,"Consumer Purchasing",15.6166418073347,35.4168965395367,24
"1202",2020-03-11,"Religious/Spiritual Activities",0.227276861387114,2.60127874063112,24
"1203",2020-03-11,"Socializing and Leisure",288.314072109721,196.043356270022,24
"1204",2020-03-11,"Sports and Exercise",5.14840145017986,14.6788566037621,24
"1205",2020-03-11,"Traveling",46.6413099573254,71.368514632777,24
"1206",2020-03-11,"Volunteering",14.7095935505284,27.2777381625142,24
"1207",2020-03-11,"Work",222.067830001589,240.801115247048,24
"1208",2020-03-12,"Caring for Household",8.8270168789917,29.0807850987647,21
"1209",2020-03-12,"Caring for Non-Household",0.0821900738169781,0.567454921529046,21
"1210",2020-03-12,"Education",65.9064449763123,170.95773770291,21
"1211",2020-03-12,"Eating and Drinking",67.0227690467614,37.232170857891,21
"1212",2020-03-12,"Civic Duties",0,0,21
"1213",2020-03-12,"Household Activities",57.6777941129777,96.8366717218927,21
"1214",2020-03-12,"Household Services",0.249932281865726,1.92003075317987,21
"1215",2020-03-12,"Personal Care",527.323938038529,88.3994608414422,21
"1216",2020-03-12,"Phone Calls",0.450425974665678,2.55998165624946,21
"1217",2020-03-12,"Care Services",2.34370524324584,7.48123728971922,21
"1218",2020-03-12,"Consumer Purchasing",16.2102794191281,29.5996018633795,21
"1219",2020-03-12,"Religious/Spiritual Activities",0.805114882989856,5.05358825198481,21
"1220",2020-03-12,"Socializing and Leisure",214.892851195035,199.567328577842,21
"1221",2020-03-12,"Sports and Exercise",28.1880979808841,43.5652885447017,21
"1222",2020-03-12,"Traveling",77.3969152293876,44.0788952437217,21
"1223",2020-03-12,"Volunteering",0,0,21
"1224",2020-03-12,"Work",364.194976268778,237.796750514336,21
"1225",2020-03-13,"Caring for Household",12.8321418472014,39.4014093738861,52
"1226",2020-03-13,"Caring for Non-Household",0.443323201765573,5.85346156759153,52
"1227",2020-03-13,"Education",21.5806787911254,62.0394614382886,52
"1228",2020-03-13,"Eating and Drinking",67.541923596826,39.5684620971944,52
"1229",2020-03-13,"Civic Duties",0,0,52
"1230",2020-03-13,"Household Activities",116.443181028461,147.257103005169,52
"1231",2020-03-13,"Household Services",0.435839973916469,2.92007585892161,52
"1232",2020-03-13,"Personal Care",588.51595886345,131.967272714664,52
"1233",2020-03-13,"Phone Calls",26.3756886866557,90.4158158742021,52
"1234",2020-03-13,"Care Services",0,0,52
"1235",2020-03-13,"Consumer Purchasing",18.7192343028434,31.7637142340676,52
"1236",2020-03-13,"Religious/Spiritual Activities",4.26682407004456,27.936769384151,52
"1237",2020-03-13,"Socializing and Leisure",414.064911796889,265.566028507697,52
"1238",2020-03-13,"Sports and Exercise",55.4418285881303,119.291764398285,52
"1239",2020-03-13,"Traveling",35.2851681042958,41.9918250816163,52
"1240",2020-03-13,"Volunteering",2.30636393008847,23.7059039722197,52
"1241",2020-03-13,"Work",60.8855079441281,162.897532141376,52
"1242",2020-03-14,"Caring for Household",25.4277405884339,75.7072522193323,47
"1243",2020-03-14,"Caring for Non-Household",6.98013310727241,32.0958396781528,47
"1244",2020-03-14,"Education",2.18324423563244,22.7862252928012,47
"1245",2020-03-14,"Eating and Drinking",59.4601840148625,42.9365975188384,47
"1246",2020-03-14,"Civic Duties",0,0,47
"1247",2020-03-14,"Household Activities",173.623868362052,160.524149410067,47
"1248",2020-03-14,"Household Services",0,0,47
"1249",2020-03-14,"Personal Care",620.692605826011,108.714776986684,47
"1250",2020-03-14,"Phone Calls",5.25790725029408,14.1363330726652,47
"1251",2020-03-14,"Care Services",0,0,47
"1252",2020-03-14,"Consumer Purchasing",13.611761692485,25.9412697810292,47
"1253",2020-03-14,"Religious/Spiritual Activities",27.8509101412116,75.2630151685797,47
"1254",2020-03-14,"Socializing and Leisure",339.469096214627,202.363650758552,47
"1255",2020-03-14,"Sports and Exercise",22.6614376233498,43.9206009175788,47
"1256",2020-03-14,"Traveling",57.7003571323791,148.463190471478,47
"1257",2020-03-14,"Volunteering",13.1206381733705,59.422579094688,47
"1258",2020-03-14,"Work",65.8685730510268,165.694932661795,47
"1259",2020-03-15,"Caring for Household",63.6584144383629,132.746204767808,21
"1260",2020-03-15,"Caring for Non-Household",0,0,21
"1261",2020-03-15,"Education",0,0,21
"1262",2020-03-15,"Eating and Drinking",70.3110202750644,53.7650437489546,21
"1263",2020-03-15,"Civic Duties",0,0,21
"1264",2020-03-15,"Household Activities",85.2404629289978,106.247278917559,21
"1265",2020-03-15,"Household Services",0.671072017957748,2.50207564893269,21
"1266",2020-03-15,"Personal Care",522.907374028953,141.246953534396,21
"1267",2020-03-15,"Phone Calls",10.4239352512547,23.9170970039396,21
"1268",2020-03-15,"Care Services",2.90204498889525,12.1405688383955,21
"1269",2020-03-15,"Consumer Purchasing",12.2251214172056,25.1487898083708,21
"1270",2020-03-15,"Religious/Spiritual Activities",2.71010237992435,11.2800180354107,21
"1271",2020-03-15,"Socializing and Leisure",218.281323234916,121.709351964058,21
"1272",2020-03-15,"Sports and Exercise",21.8454516624407,30.8022843777743,21
"1273",2020-03-15,"Traveling",44.4951072139114,37.3328524521469,21
"1274",2020-03-15,"Volunteering",0,0,21
"1275",2020-03-15,"Work",367.262348540016,289.185880570703,21
"1276",2020-03-16,"Caring for Household",23.8798996803394,56.4905072053861,26
"1277",2020-03-16,"Caring for Non-Household",0.0372310868266701,0.189327581438658,26
"1278",2020-03-16,"Education",95.8990164068228,147.799099288089,26
"1279",2020-03-16,"Eating and Drinking",81.5617978837572,57.1640150343396,26
"1280",2020-03-16,"Civic Duties",0,0,26
"1281",2020-03-16,"Household Activities",97.6257189875198,126.949212425427,26
"1282",2020-03-16,"Household Services",0,0,26
"1283",2020-03-16,"Personal Care",592.197736962356,76.0069407280914,26
"1284",2020-03-16,"Phone Calls",23.7875666063627,63.6479338047529,26
"1285",2020-03-16,"Care Services",4.02885198263247,21.4044358769638,26
"1286",2020-03-16,"Consumer Purchasing",15.6785897923715,45.3773733466042,26
"1287",2020-03-16,"Religious/Spiritual Activities",0.881170090220845,3.72576915295024,26
"1288",2020-03-16,"Socializing and Leisure",326.760704685082,224.029900553743,26
"1289",2020-03-16,"Sports and Exercise",16.4793103741562,37.1797735887592,26
"1290",2020-03-16,"Traveling",19.7876918125855,33.9573245616343,26
"1291",2020-03-16,"Volunteering",8.08289863810054,64.2626730964338,26
"1292",2020-03-16,"Work",118.754067018886,187.55961120125,26
"1293",2020-05-09,"Caring for Household",12.2541095494578,34.0590344780019,32
"1294",2020-05-09,"Caring for Non-Household",4.0766737450624,22.9990167140394,32
"1295",2020-05-09,"Education",28.8143652388597,64.230107632911,32
"1296",2020-05-09,"Eating and Drinking",78.9664565313041,48.6224978502352,32
"1297",2020-05-09,"Civic Duties",0,0,32
"1298",2020-05-09,"Household Activities",145.135928958683,135.067752893376,32
"1299",2020-05-09,"Household Services",0,0,32
"1300",2020-05-09,"Personal Care",658.26232847038,140.93579072617,32
"1301",2020-05-09,"Phone Calls",32.7571859621123,88.4419573947101,32
"1302",2020-05-09,"Care Services",0,0,32
"1303",2020-05-09,"Consumer Purchasing",3.0285359462886,10.8679091003163,32
"1304",2020-05-09,"Religious/Spiritual Activities",5.4705798047866,28.7389340236774,32
"1305",2020-05-09,"Socializing and Leisure",358.901304313694,168.3516753461,32
"1306",2020-05-09,"Sports and Exercise",30.0776563511011,56.7805244085848,32
"1307",2020-05-09,"Traveling",12.0620127652701,24.6951038264184,32
"1308",2020-05-09,"Volunteering",2.22606700717226,11.3405752453975,32
"1309",2020-05-09,"Work",58.2057234221881,163.393033496707,32
"1310",2020-05-10,"Caring for Household",19.3169287747851,79.5737293886072,43
"1311",2020-05-10,"Caring for Non-Household",5.45833385426895,30.5205892694323,43
"1312",2020-05-10,"Education",11.9610900582696,33.5741439481605,43
"1313",2020-05-10,"Eating and Drinking",50.8256327641893,42.0675862034585,43
"1314",2020-05-10,"Civic Duties",0,0,43
"1315",2020-05-10,"Household Activities",159.15942350584,175.065321838282,43
"1316",2020-05-10,"Household Services",0,0,43
"1317",2020-05-10,"Personal Care",588.905144397306,124.030624978765,43
"1318",2020-05-10,"Phone Calls",5.59504524969973,15.8529506727355,43
"1319",2020-05-10,"Care Services",0.946524859953223,5.45034917525628,43
"1320",2020-05-10,"Consumer Purchasing",12.5203362375442,24.1731680535058,43
"1321",2020-05-10,"Religious/Spiritual Activities",0.945236107264951,7.47132486601225,43
"1322",2020-05-10,"Socializing and Leisure",324.864545209072,232.400185590321,43
"1323",2020-05-10,"Sports and Exercise",10.0379300394344,32.7389082238419,43
"1324",2020-05-10,"Traveling",28.5199070358072,42.0468492890207,43
"1325",2020-05-10,"Volunteering",2.95143064755906,18.8512968873981,43
"1326",2020-05-10,"Work",210.391339079384,268.650253102249,43
"1327",2020-05-11,"Caring for Household",46.1158488208753,105.75960807408,27
"1328",2020-05-11,"Caring for Non-Household",1.63560108044848,9.77040808969708,27
"1329",2020-05-11,"Education",27.6608074394458,86.1970233579185,27
"1330",2020-05-11,"Eating and Drinking",64.3644352267214,20.2042418722758,27
"1331",2020-05-11,"Civic Duties",0,0,27
"1332",2020-05-11,"Household Activities",91.2325639125959,119.87061943562,27
"1333",2020-05-11,"Household Services",0,0,27
"1334",2020-05-11,"Personal Care",561.611370048764,100.144730941283,27
"1335",2020-05-11,"Phone Calls",16.0861840897793,34.9511273771081,27
"1336",2020-05-11,"Care Services",0.604157566790881,3.5793324793943,27
"1337",2020-05-11,"Consumer Purchasing",5.21062896713738,13.4437874656097,27
"1338",2020-05-11,"Religious/Spiritual Activities",6.10847682623268,21.8327350736007,27
"1339",2020-05-11,"Socializing and Leisure",307.592574566318,243.195284048117,27
"1340",2020-05-11,"Sports and Exercise",18.5687726380733,25.4876364628534,27
"1341",2020-05-11,"Traveling",14.4030966714646,33.0213914562986,27
"1342",2020-05-11,"Volunteering",0.724852651293235,4.60653538365671,27
"1343",2020-05-11,"Work",258.714570541829,253.851136291223,27
"1344",2020-05-12,"Caring for Household",25.7575684986889,87.5516134886524,27
"1345",2020-05-12,"Caring for Non-Household",8.55301276369899,34.7821490436053,27
"1346",2020-05-12,"Education",24.6799192612561,83.3310783940309,27
"1347",2020-05-12,"Eating and Drinking",91.6664939408297,33.4509696845215,27
"1348",2020-05-12,"Civic Duties",0,0,27
"1349",2020-05-12,"Household Activities",145.020758280724,160.622975958432,27
"1350",2020-05-12,"Household Services",0,0,27
"1351",2020-05-12,"Personal Care",550.487940847023,105.382520052997,27
"1352",2020-05-12,"Phone Calls",18.448416138117,33.9510141972817,27
"1353",2020-05-12,"Care Services",0.271193266318748,1.62431120359293,27
"1354",2020-05-12,"Consumer Purchasing",5.10869289166533,18.1067484816995,27
"1355",2020-05-12,"Religious/Spiritual Activities",14.8171384472204,60.1753929072815,27
"1356",2020-05-12,"Socializing and Leisure",282.899718489877,160.053503224149,27
"1357",2020-05-12,"Sports and Exercise",31.3979470783253,64.8014984646005,27
"1358",2020-05-12,"Traveling",17.254896450905,42.109033065688,27
"1359",2020-05-12,"Volunteering",0,0,27
"1360",2020-05-12,"Work",207.795594708816,280.025701823135,27
"1361",2020-05-13,"Caring for Household",8.13481356440918,24.7397513112831,19
"1362",2020-05-13,"Caring for Non-Household",9.84287271877419,24.3999385767676,19
"1363",2020-05-13,"Education",0,0,19
"1364",2020-05-13,"Eating and Drinking",55.4092272292854,33.6890649411293,19
"1365",2020-05-13,"Civic Duties",0,0,19
"1366",2020-05-13,"Household Activities",130.053843495396,86.1964275352337,19
"1367",2020-05-13,"Household Services",0,0,19
"1368",2020-05-13,"Personal Care",564.220388298725,101.171100788271,19
"1369",2020-05-13,"Phone Calls",1.54131315067119,6.09619077209481,19
"1370",2020-05-13,"Care Services",3.0650875028652,16.3236979845537,19
"1371",2020-05-13,"Consumer Purchasing",17.8985991043995,31.2702473521651,19
"1372",2020-05-13,"Religious/Spiritual Activities",1.18451136801393,7.60411083960268,19
"1373",2020-05-13,"Socializing and Leisure",260.189166599263,167.209080848569,19
"1374",2020-05-13,"Sports and Exercise",9.18731189523778,22.3924260172546,19
"1375",2020-05-13,"Traveling",76.7745613569331,85.6484692137129,19
"1376",2020-05-13,"Volunteering",7.76764832839699,19.606155601217,19
"1377",2020-05-13,"Work",278.263456394794,251.376755204828,19
"1378",2020-05-14,"Caring for Household",4.35422695964059,12.4583220354933,10
"1379",2020-05-14,"Caring for Non-Household",0,0,10
"1380",2020-05-14,"Education",56.846027239612,131.274899398627,10
"1381",2020-05-14,"Eating and Drinking",64.2104573275976,33.4972002106238,10
"1382",2020-05-14,"Civic Duties",0,0,10
"1383",2020-05-14,"Household Activities",143.624164285134,121.070876348565,10
"1384",2020-05-14,"Household Services",0,0,10
"1385",2020-05-14,"Personal Care",519.640844649292,120.911087801658,10
"1386",2020-05-14,"Phone Calls",25.7050244508843,38.6725905412803,10
"1387",2020-05-14,"Care Services",7.99190344889629,25.6007968232426,10
"1388",2020-05-14,"Consumer Purchasing",23.6298312604553,38.5870710772872,10
"1389",2020-05-14,"Religious/Spiritual Activities",11.1197972601357,28.979146917758,10
"1390",2020-05-14,"Socializing and Leisure",282.450301502756,218.168634224012,10
"1391",2020-05-14,"Sports and Exercise",90.2612888001623,140.185660179717,10
"1392",2020-05-14,"Traveling",32.3870067399469,43.4556738172966,10
"1393",2020-05-14,"Volunteering",4.87303010697911,11.0654634941499,10
"1394",2020-05-14,"Work",164.287380109313,251.863143169255,10
"1395",2020-05-15,"Caring for Household",57.9844277581108,192.445589962814,42
"1396",2020-05-15,"Caring for Non-Household",2.94711526562728,15.536005345968,42
"1397",2020-05-15,"Education",13.9148129346968,68.2437532572624,42
"1398",2020-05-15,"Eating and Drinking",64.387458155947,48.7697371520257,42
"1399",2020-05-15,"Civic Duties",1.21321357482475,4.77413703127178,42
"1400",2020-05-15,"Household Activities",124.773566887747,136.808080615163,42
"1401",2020-05-15,"Household Services",1.55138171283401,7.48875779546565,42
"1402",2020-05-15,"Personal Care",589.271466816783,157.188277438629,42
"1403",2020-05-15,"Phone Calls",4.76804678341553,14.3303778025526,42
"1404",2020-05-15,"Care Services",1.33475278951294,10.6314417434378,42
"1405",2020-05-15,"Consumer Purchasing",35.3716758644326,78.0741489824487,42
"1406",2020-05-15,"Religious/Spiritual Activities",1.3119537995802,8.4908323195702,42
"1407",2020-05-15,"Socializing and Leisure",400.947468656701,237.198921080027,42
"1408",2020-05-15,"Sports and Exercise",10.0498148921741,27.7372757498989,42
"1409",2020-05-15,"Traveling",26.364763388111,35.0449802441301,42
"1410",2020-05-15,"Volunteering",0.763030982019025,4.44355228768065,42
"1411",2020-05-15,"Work",88.2888632411639,181.459062391586,42
"1412",2020-05-16,"Caring for Household",15.7680295105138,47.1932985961555,48
"1413",2020-05-16,"Caring for Non-Household",6.69063203619067,41.5348853978651,48
"1414",2020-05-16,"Education",7.02118521266024,38.3040340249548,48
"1415",2020-05-16,"Eating and Drinking",64.3480799310707,38.2154816861153,48
"1416",2020-05-16,"Civic Duties",0,0,48
"1417",2020-05-16,"Household Activities",167.523671507664,143.529171041222,48
"1418",2020-05-16,"Household Services",0.150210196852997,1.21636296923748,48
"1419",2020-05-16,"Personal Care",596.81948219194,126.336233455446,48
"1420",2020-05-16,"Phone Calls",14.1567484015913,34.4199193489801,48
"1421",2020-05-16,"Care Services",0.098061505551583,0.985392815916261,48
"1422",2020-05-16,"Consumer Purchasing",17.7918970854261,35.2831937073257,48
"1423",2020-05-16,"Religious/Spiritual Activities",44.6449896324344,134.459462179417,48
"1424",2020-05-16,"Socializing and Leisure",399.659679187658,222.748732922655,48
"1425",2020-05-16,"Sports and Exercise",21.6993942077311,69.7584196066807,48
"1426",2020-05-16,"Traveling",40.3930946135735,69.3006812789577,48
"1427",2020-05-16,"Volunteering",1.49699457987314,10.7727122199335,48
"1428",2020-05-16,"Work",32.4028849412022,96.7255549930334,48
"1429",2020-05-17,"Caring for Household",30.2794217881158,86.7341101888405,30
"1430",2020-05-17,"Caring for Non-Household",0.194612553755769,1.69744345122176,30
"1431",2020-05-17,"Education",0,0,30
"1432",2020-05-17,"Eating and Drinking",60.9025860740893,42.6055788184343,30
"1433",2020-05-17,"Civic Duties",0,0,30
"1434",2020-05-17,"Household Activities",109.137458874029,144.117529967292,30
"1435",2020-05-17,"Household Services",0.778450215023077,6.78977380488704,30
"1436",2020-05-17,"Personal Care",582.224817998321,94.9107699828939,30
"1437",2020-05-17,"Phone Calls",1.27682868732383,10.2250682900524,30
"1438",2020-05-17,"Care Services",0,0,30
"1439",2020-05-17,"Consumer Purchasing",8.4841840204633,33.0021168078713,30
"1440",2020-05-17,"Religious/Spiritual Activities",3.12291692396985,12.9322492125279,30
"1441",2020-05-17,"Socializing and Leisure",269.73587534371,209.821455617015,30
"1442",2020-05-17,"Sports and Exercise",9.57295782399101,22.8725475982295,30
"1443",2020-05-17,"Traveling",22.5888986453139,42.6654038307787,30
"1444",2020-05-17,"Volunteering",6.8087835999555,25.973861820385,30
"1445",2020-05-17,"Work",322.443698435878,308.040347078205,30
"1446",2020-05-18,"Caring for Household",51.3099034583341,110.33704694151,33
"1447",2020-05-18,"Caring for Non-Household",0.135514366612822,0.713801299721537,33
"1448",2020-05-18,"Education",58.3580583869512,160.3823868583,33
"1449",2020-05-18,"Eating and Drinking",56.1550638124232,31.6211758111714,33
"1450",2020-05-18,"Civic Duties",0,0,33
"1451",2020-05-18,"Household Activities",103.022746660379,110.427642263117,33
"1452",2020-05-18,"Household Services",0.146136705966818,1.20000463657017,33
"1453",2020-05-18,"Personal Care",570.78982495032,109.744507245703,33
"1454",2020-05-18,"Phone Calls",2.86577698887065,7.74034774264788,33
"1455",2020-05-18,"Care Services",0.452963552601862,2.56695877093974,33
"1456",2020-05-18,"Consumer Purchasing",5.59498350966717,12.1595405366379,33
"1457",2020-05-18,"Religious/Spiritual Activities",1.55311463440311,6.39393746426249,33
"1458",2020-05-18,"Socializing and Leisure",288.887262937565,188.219391798538,33
"1459",2020-05-18,"Sports and Exercise",7.68041627590565,16.6833429857611,33
"1460",2020-05-18,"Traveling",27.0594733209519,45.9593331406736,33
"1461",2020-05-18,"Volunteering",7.24478883858512,25.6899560544532,33
"1462",2020-05-18,"Work",255.312092722626,264.835991430734,33
"1463",2020-05-19,"Caring for Household",14.6606191852571,56.4793283916456,29
"1464",2020-05-19,"Caring for Non-Household",4.87569044066231,24.9681352380745,29
"1465",2020-05-19,"Education",0,0,29
"1466",2020-05-19,"Eating and Drinking",58.9481194618415,35.7948917425482,29
"1467",2020-05-19,"Civic Duties",0,0,29
"1468",2020-05-19,"Household Activities",138.660235182905,141.681998463155,29
"1469",2020-05-19,"Household Services",0.532309128263522,2.77511872609836,29
"1470",2020-05-19,"Personal Care",544.545799210329,92.8307577307582,29
"1471",2020-05-19,"Phone Calls",19.8905526795121,68.6877729836113,29
"1472",2020-05-19,"Care Services",3.43029476614071,26.0989008016857,29
"1473",2020-05-19,"Consumer Purchasing",6.47944562860626,22.316152273896,29
"1474",2020-05-19,"Religious/Spiritual Activities",5.32645619801908,18.1489679661589,29
"1475",2020-05-19,"Socializing and Leisure",385.832330099042,251.917698630597,29
"1476",2020-05-19,"Sports and Exercise",6.28986484848496,16.4615398256836,29
"1477",2020-05-19,"Traveling",16.9604674559355,30.3845897686691,29
"1478",2020-05-19,"Volunteering",0,0,29
"1479",2020-05-19,"Work",224.92592983698,266.535426044403,29
"1480",2020-05-20,"Caring for Household",20.5237167558953,65.9038008966211,28
"1481",2020-05-20,"Caring for Non-Household",16.383692244289,97.3646319267515,28
"1482",2020-05-20,"Education",0,0,28
"1483",2020-05-20,"Eating and Drinking",72.1276907614624,48.3337987511471,28
"1484",2020-05-20,"Civic Duties",1.10997184813983,8.08494116465661,28
"1485",2020-05-20,"Household Activities",126.862835749581,180.321514025998,28
"1486",2020-05-20,"Household Services",0.167866388003315,1.82459547534253,28
"1487",2020-05-20,"Personal Care",571.324999269572,95.8882132690226,28
"1488",2020-05-20,"Phone Calls",7.82903669060196,23.0186232467579,28
"1489",2020-05-20,"Care Services",0.234970264965098,1.51475794536684,28
"1490",2020-05-20,"Consumer Purchasing",12.0634325076475,34.5315533499341,28
"1491",2020-05-20,"Religious/Spiritual Activities",7.5204135018315,43.9936351646915,28
"1492",2020-05-20,"Socializing and Leisure",244.919233629467,222.70236760416,28
"1493",2020-05-20,"Sports and Exercise",9.50008911279418,35.850975421964,28
"1494",2020-05-20,"Traveling",53.8604783388901,56.0231232742762,28
"1495",2020-05-20,"Volunteering",0,0,28
"1496",2020-05-20,"Work",286.477346798133,257.29480880071,28
"1497",2020-05-21,"Caring for Household",15.0481182412065,36.35141237039,15
"1498",2020-05-21,"Caring for Non-Household",14.083961330486,60.6195630141717,15
"1499",2020-05-21,"Education",7.76565025359763,29.5224103272167,15
"1500",2020-05-21,"Eating and Drinking",55.2558279250975,30.8748805526143,15
"1501",2020-05-21,"Civic Duties",0,0,15
"1502",2020-05-21,"Household Activities",163.107234915287,189.530379688949,15
"1503",2020-05-21,"Household Services",0,0,15
"1504",2020-05-21,"Personal Care",599.794622525623,139.782949249642,15
"1505",2020-05-21,"Phone Calls",1.57160030626453,6.06795520281894,15
"1506",2020-05-21,"Care Services",0,0,15
"1507",2020-05-21,"Consumer Purchasing",40.0497097847324,44.1011729537118,15
"1508",2020-05-21,"Religious/Spiritual Activities",3.89804305786182,11.8628404454443,15
"1509",2020-05-21,"Socializing and Leisure",319.251853685684,179.598089968462,15
"1510",2020-05-21,"Sports and Exercise",4.23376327428705,13.7843419038083,15
"1511",2020-05-21,"Traveling",30.9502487142409,18.0347660885039,15
"1512",2020-05-21,"Volunteering",5.84706458679273,17.7942606681664,15
"1513",2020-05-21,"Work",175.149099961141,217.501997727906,15
"1514",2020-05-22,"Caring for Household",31.5356983922982,106.884372896743,35
"1515",2020-05-22,"Caring for Non-Household",5.84466203915791,36.9940376420467,35
"1516",2020-05-22,"Education",21.0052197457257,69.9104006830967,35
"1517",2020-05-22,"Eating and Drinking",80.2483825348447,68.1736344188681,35
"1518",2020-05-22,"Civic Duties",0,0,35
"1519",2020-05-22,"Household Activities",160.963151074487,137.768464360468,35
"1520",2020-05-22,"Household Services",0,0,35
"1521",2020-05-22,"Personal Care",587.649305930415,93.8759402045952,35
"1522",2020-05-22,"Phone Calls",4.84161842590068,18.5857667504335,35
"1523",2020-05-22,"Care Services",3.65227661995212,23.119307317337,35
"1524",2020-05-22,"Consumer Purchasing",40.5747818645064,68.0528042559104,35
"1525",2020-05-22,"Religious/Spiritual Activities",3.68969822042768,17.5000183557378,35
"1526",2020-05-22,"Socializing and Leisure",337.718335722191,214.469696121631,35
"1527",2020-05-22,"Sports and Exercise",23.9208804058836,46.7530480034212,35
"1528",2020-05-22,"Traveling",48.5791835859786,78.1776840510715,35
"1529",2020-05-22,"Volunteering",0.404109153049919,3.45831901890017,35
"1530",2020-05-22,"Work",77.9357969523737,187.905664806445,35
"1531",2020-05-25,"Caring for Household",82.5940743457606,97.971577508887,7
"1532",2020-05-25,"Caring for Non-Household",0,0,7
"1533",2020-05-25,"Education",0,0,7
"1534",2020-05-25,"Eating and Drinking",61.4246586343211,35.6548212391896,7
"1535",2020-05-25,"Civic Duties",0,0,7
"1536",2020-05-25,"Household Activities",129.8598568321,79.5504511735657,7
"1537",2020-05-25,"Household Services",4.42934299062293,10.6424250955171,7
"1538",2020-05-25,"Personal Care",530.667299968183,60.6164566143871,7
"1539",2020-05-25,"Phone Calls",0,0,7
"1540",2020-05-25,"Care Services",16.2409242989507,39.0222253502293,7
"1541",2020-05-25,"Consumer Purchasing",2.80316054178722,9.50015321737484,7
"1542",2020-05-25,"Religious/Spiritual Activities",0,0,7
"1543",2020-05-25,"Socializing and Leisure",286.500141984281,242.724385682072,7
"1544",2020-05-25,"Sports and Exercise",28.4280029229846,43.4746910638723,7
"1545",2020-05-25,"Traveling",22.5600816644632,37.472531991369,7
"1546",2020-05-25,"Volunteering",0,0,7
"1547",2020-05-25,"Work",254.694888368161,227.513185660524,7
"1548",2020-05-26,"Caring for Household",20.8327445956638,69.4814639071218,23
"1549",2020-05-26,"Caring for Non-Household",0,0,23
"1550",2020-05-26,"Education",0,0,23
"1551",2020-05-26,"Eating and Drinking",75.9584024416189,55.4371901634601,23
"1552",2020-05-26,"Civic Duties",0,0,23
"1553",2020-05-26,"Household Activities",91.2939476474651,103.136650570351,23
"1554",2020-05-26,"Household Services",0.31149728326677,1.73722257860777,23
"1555",2020-05-26,"Personal Care",550.329410509982,77.0995623541283,23
"1556",2020-05-26,"Phone Calls",6.84115437762312,18.8128623201715,23
"1557",2020-05-26,"Care Services",0.778743208166924,4.34305644651944,23
"1558",2020-05-26,"Consumer Purchasing",9.55538675376809,17.49841221934,23
"1559",2020-05-26,"Religious/Spiritual Activities",9.05680261430942,36.2973254192683,23
"1560",2020-05-26,"Socializing and Leisure",370.374576030211,298.402815806527,23
"1561",2020-05-26,"Sports and Exercise",25.5747474767657,45.294082802823,23
"1562",2020-05-26,"Traveling",38.4560179124607,50.5593918519909,23
"1563",2020-05-26,"Volunteering",3.73796739920123,20.8466709432933,23
"1564",2020-05-26,"Work",217.316398586461,253.800678666319,23
"1565",2020-05-27,"Caring for Household",43.1338495977698,95.2233435620472,31
"1566",2020-05-27,"Caring for Non-Household",6.14402897684094,30.4650155515408,31
"1567",2020-05-27,"Education",0,0,31
"1568",2020-05-27,"Eating and Drinking",74.8622857553246,39.167285259417,31
"1569",2020-05-27,"Civic Duties",0,0,31
"1570",2020-05-27,"Household Activities",131.572265943874,146.632968747483,31
"1571",2020-05-27,"Household Services",1.70592165690451,14.2056478502024,31
"1572",2020-05-27,"Personal Care",568.087172799778,103.425869206565,31
"1573",2020-05-27,"Phone Calls",6.80880185437565,22.6023275460375,31
"1574",2020-05-27,"Care Services",0.585996087657498,4.08050183020483,31
"1575",2020-05-27,"Consumer Purchasing",6.04329373986649,22.6524545947804,31
"1576",2020-05-27,"Religious/Spiritual Activities",9.63448232613801,25.6279251442051,31
"1577",2020-05-27,"Socializing and Leisure",270.438868714153,197.105149972239,31
"1578",2020-05-27,"Sports and Exercise",20.436047996794,43.6688690120272,31
"1579",2020-05-27,"Traveling",24.068472020213,46.7870881871345,31
"1580",2020-05-27,"Volunteering",0,0,31
"1581",2020-05-27,"Work",266.394587363499,268.358921477817,31
"1582",2020-05-28,"Caring for Household",13.5910742624411,48.4765150021405,25
"1583",2020-05-28,"Caring for Non-Household",2.41135387446208,9.93398276209552,25
"1584",2020-05-28,"Education",22.4975631105388,69.9519464972149,25
"1585",2020-05-28,"Eating and Drinking",63.3191645364673,42.7421487693714,25
"1586",2020-05-28,"Civic Duties",0,0,25
"1587",2020-05-28,"Household Activities",69.2199305541675,127.469181471432,25
"1588",2020-05-28,"Household Services",1.02151346306131,4.08968550821259,25
"1589",2020-05-28,"Personal Care",579.267302159337,175.238156854951,25
"1590",2020-05-28,"Phone Calls",14.1807584503198,37.5850741943558,25
"1591",2020-05-28,"Care Services",0.263364762527944,1.60133901365085,25
"1592",2020-05-28,"Consumer Purchasing",2.44533456557212,5.99902426149678,25
"1593",2020-05-28,"Religious/Spiritual Activities",10.2201702796525,28.5545696455935,25
"1594",2020-05-28,"Socializing and Leisure",336.286206150803,169.352327122081,25
"1595",2020-05-28,"Sports and Exercise",37.8495569593957,88.1980802529821,25
"1596",2020-05-28,"Traveling",42.1691307089811,49.1772349029348,25
